##########################################################################################################
# This comment is auto generated by data_analysis.py script from https://github.com/lazicdanilo/LPM01A-lib
# It is used for caching the already calculated data. This comment should not be modified.
# If removed it will be re-created on next run of the script.
#
# This will only be generated if the calculation is done for the
# whole CSV file (flags -s, --start and -e, --end are not used)
#
# Generated on: 03-03-2024_10:42:08
# Calculation time window: 4.717438 s (4717.437999999999 ms)
# Number of values: 4720
# Average current consumption: 7.347662577893055e-06 Ah (0.007347662577893055 mAh)
##########################################################################################################
Current (uA),rx timestamp (us),board timestamps (ms)
23690.0,3529249,285000
23680.0,3530001,285000
23660.0,3530638,285000
23650.0,3532404,285000
23660.0,3532817,285000
23640.0,3533775,285000
23640.0,3534181,285000
23710.0,3536398,285000
23650.0,3536804,285000
23660.0,3537771,285000
23640.0,3538179,285000
23640.0,3540399,285000
23620.0,3540805,285000
23640.0,3541776,285000
23700.0,3542184,285000
23700.0,3544397,285000
23680.0,3544824,285000
23710.0,3545775,285000
23670.0,3546182,285000
23690.0,3548548,285000
23700.0,3548992,285000
23690.0,3549782,285000
23670.0,3550189,285000
23660.0,3552401,285000
23660.0,3552808,285000
23620.0,3553772,285000
23640.0,3554180,285000
23710.0,3556398,285000
23660.0,3556804,285000
23640.0,3557773,285000
23640.0,3558181,285000
23620.0,3560397,285000
23640.0,3560803,285000
23620.0,3561772,285000
23690.0,3562181,285000
23690.0,3564402,285000
23700.0,3564833,285000
23710.0,3565772,285000
23700.0,3566179,285000
23690.0,3568397,285000
23670.0,3568803,285000
23700.0,3569772,285000
23660.0,3570178,285000
23640.0,3571147,285000
23660.0,3571582,285000
23650.0,3573775,285000
23660.0,3574182,285000
23710.0,3575151,285000
23670.0,3575558,285000
10390.0,3577771,285000
6859.0,3578178,285000
2772.0,3579146,285000
351.6,3579553,285000
127.3,3581776,285000
112.2,3582188,285000
67.03,3583147,285000
53.33,3583557,285000
54.36,3585774,285000
45.55,3586185,285000
40.0,3587146,285000
36.9,3587552,285000
34.32,3589778,285000
29.64,3590822,285000
27.78,3591233,285000
33.33,3591670,285000
30.11,3593775,285000
29.98,3595151,285000
29.97,3595560,285000
29.88,3597772,285000
26.69,3598180,285000
29.95,3599146,285000
27.4,3599556,285000
29.73,3601797,285000
26.77,3602208,285000
28.98,3603148,285000
27.74,3603559,285000
26.99,3605780,285000
29.99,3606192,285000
32.22,3607147,285000
29.99,3607556,285000
30.0,3609773,285000
26.94,3610182,285000
26.66,3611149,285000
26.66,3611585,285000
26.67,3613781,285000
29.74,3614193,285000
29.96,3615153,285000
26.91,3615563,285000
27.41,3617774,285000
29.99,3618182,285000
29.22,3619147,285000
29.98,3619556,285000
27.52,3621802,285000
26.66,3622213,285000
26.91,3623147,285000
26.66,3623556,285000
28.89,3625773,285000
29.91,3626182,285000
28.02,3627148,285000
26.92,3627559,285000
25.92,3629773,285000
26.67,3630183,285000
27.87,3631147,285000
29.87,3631557,285000
26.94,3633774,285000
26.66,3634184,285000
27.42,3635150,285000
27.4,3635558,285000
26.67,3637775,285000
26.75,3638183,285000
29.7,3639151,285000
26.92,3639561,285000
26.66,3641801,285000
29.99,3642211,285000
29.97,3643150,285000
26.74,3643561,285000
26.66,3645774,285000
26.66,3646183,285000
28.39,3647147,285000
26.66,3647556,285000
26.66,3649774,285000
26.66,3650185,285000
27.4,3651148,285000
26.66,3651557,285000
26.41,3653778,285000
29.25,3654186,285000
26.66,3655149,285000
26.66,3655557,285000
26.66,3656520,285000
26.67,3656929,285000
26.66,3659148,285000
26.66,3659556,285000
26.66,3660521,285000
26.66,3660931,285000
26.66,3663152,285000
26.66,3663791,285000
26.66,3664541,285000
26.66,3664984,285000
26.74,3667151,285000
26.66,3667561,285000
26.66,3668524,285000
26.66,3668935,285000
25.92,3671181,285000
26.66,3671590,285000
25.92,3672528,285000
26.66,3672937,285000
23.7,3675151,285000
25.92,3675560,285000
26.66,3676521,285000
26.66,3676929,285000
26.66,3679147,285000
26.99,3679555,285000
26.66,3680521,285000
26.66,3680930,285000
26.66,3683151,285000
26.7,3683561,285000
26.67,3684525,285000
26.39,3684954,285000
26.69,3687150,285000
26.65,3687559,285000
26.66,3688523,285000
26.91,3688932,285000
28.97,3691150,285000
26.66,3691586,285000
26.66,3692526,285000
26.66,3692937,285000
26.66,3695152,285000
26.66,3695562,285000
26.33,3696522,285000
24.08,3696931,285000
26.66,3699146,285000
25.55,3699555,285000
24.41,3700522,285000
23.7,3700933,285000
26.66,3703151,285000
26.66,3703561,285000
26.66,3704522,285000
25.92,3704951,285000
26.66,3707152,285000
26.54,3707560,285000
26.57,3708523,285000
21.19,3708933,285000
26.55,3711146,285000
22.59,3711582,285000
26.66,3712543,285000
26.65,3712954,285000
25.89,3715161,285000
26.63,3715572,285000
25.92,3716524,285000
23.44,3716932,285000
23.6,3719147,285000
23.41,3719555,285000
23.32,3720523,285000
21.52,3720933,285000
23.69,3723152,285000
23.68,3723563,285000
24.1,3724522,285000
24.31,3724950,285000
23.5,3727151,285000
24.07,3727559,285000
23.61,3728523,285000
23.57,3728930,285000
25.57,3731147,285000
23.33,3731582,285000
23.33,3732550,285000
21.07,3732961,285000
21.11,3735151,285000
21.14,3736523,285000
23.0,3736933,285000
20.86,3739150,285000
26.3,3739560,285000
23.36,3740525,285000
23.57,3741038,285000
24.06,3746055,285000
21.1,3746515,285000
24.23,3746927,285000
25.66,3747336,285000
25.92,3747745,285000
20.83,3748153,285000
23.66,3748562,285000
20.03,3748970,285000
21.1,3749899,285000
21.01,3750308,285000
20.34,3752619,285000
23.82,3753055,285000
20.74,3753905,285000
22.67,3754317,285000
22.55,3756524,285000
22.26,3756938,285000
20.09,3757899,285000
19.26,3758307,285000
17.53,3760522,285000
20.08,3760930,285000
20.98,3761959,285000
19.76,3762369,285000
20.99,3764533,285000
20.01,3765004,285000
23.21,3765903,285000
25.21,3766312,285000
20.29,3768523,285000
23.36,3768934,285000
25.47,3769897,285000
20.8,3770307,285000
24.07,3772523,285000
21.3,3772961,285000
22.58,3773896,285000
19.75,3774305,285000
26.28,3776524,285000
20.36,3776934,285000
21.02,3777897,285000
22.25,3778306,285000
22.33,3780521,285000
19.99,3780929,285000
19.35,3781896,285000
25.54,3782305,285000
20.25,3784523,285000
21.94,3784984,285000
23.07,3785902,285000
22.24,3786311,285000
22.88,3788523,285000
20.0,3788931,285000
23.08,3789901,285000
20.08,3790311,285000
22.5,3792523,285000
19.74,3792967,285000
20.32,3793899,285000
25.18,3794308,285000
20.75,3796527,285000
23.33,3796937,285000
20.03,3797898,285000
23.73,3798308,285000
23.32,3800523,285000
20.03,3800932,285000
18.39,3801899,285000
17.4,3802308,285000
22.23,3804527,285000
17.77,3804988,285000
23.05,3805903,285000
23.29,3806314,285000
20.12,3808524,285000
19.24,3808932,285000
22.22,3809901,285000
17.11,3810310,285000
19.97,3812522,285000
23.0,3812961,285000
20.04,3813900,285000
17.37,3814311,285000
17.66,3816528,285000
16.67,3816937,285000
19.92,3817898,285000
16.78,3818305,285000
17.03,3820523,285000
16.01,3820932,285000
20.39,3821898,285000
19.28,3822305,285000
20.77,3824526,285000
23.23,3824955,285000
20.75,3825903,285000
19.91,3826310,285000
19.75,3827275,285000
23.04,3827686,285000
20.07,3829898,285000
19.01,3830307,285000
17.77,3831274,285000
17.98,3831682,285000
19.82,3833900,285000
20.25,3834311,285000
19.97,3835275,285000
19.91,3835686,285000
17.03,3837898,285000
18.02,3838307,285000
16.7,3839275,285000
16.54,3839686,285000
17.77,3841902,285000
19.12,3842311,285000
20.73,3843301,285000
17.74,3843711,285000
20.09,3845902,285000
19.88,3846313,285000
18.9,3847275,285000
20.0,3847685,285000
17.88,3849898,285000
18.0,3850309,285000
18.84,3851271,285000
16.18,3851681,285000
17.68,3853902,285000
14.71,3854313,285000
14.23,3855275,285000
19.91,3855684,285000
19.88,3857896,285000
17.65,3858307,285000
15.13,3859274,285000
17.66,3859684,285000
13.74,3861898,285000
18.88,3862308,285000
15.44,3863300,285000
16.66,3863711,285000
19.25,3865909,285000
17.32,3866324,285000
16.92,3867273,285000
16.42,3867681,285000
18.88,3869899,285000
20.11,3870308,285000
19.0,3871272,285000
14.4,3871681,285000
15.88,3873899,285000
16.3,3875274,285000
15.81,3875682,285000
16.54,3877899,285000
15.58,3878308,285000
15.89,3879274,285000
13.33,3879682,285000
16.67,3881898,285000
18.6,3882306,285000
14.47,3883296,285000
16.88,3883709,285000
17.44,3885903,285000
19.01,3886316,285000
13.37,3887275,285000
16.86,3887684,285000
16.67,3889904,285000
15.67,3890316,285000
14.33,3891276,285000
15.88,3891685,285000
19.62,3893903,285000
19.87,3894313,285000
17.42,3895275,285000
16.66,3895683,285000
19.64,3897900,285000
16.91,3898311,285000
17.39,3899274,285000
21.19,3899684,285000
15.91,3901899,285000
16.62,3902307,285000
17.74,3903273,285000
17.37,3903707,285000
18.2,3905902,285000
14.35,3906313,285000
13.59,3907275,285000
13.34,3907684,285000
14.07,3909898,285000
22.24,3910307,285000
16.99,3911273,285000
19.09,3911681,285000
16.32,3913901,285000
16.94,3914311,285000
13.42,3915281,285000
13.44,3915691,285000
14.4,3916649,285000
13.58,3917058,285000
13.33,3919273,285000
16.08,3919683,285000
16.3,3920647,285000
16.03,3921057,285000
14.16,3923273,285000
16.78,3923710,285000
17.4,3924650,285000
17.5,3925080,285000
13.34,3927279,285000
17.4,3927690,285000
16.69,3928652,285000
16.58,3929060,285000
17.4,3931275,285000
15.66,3931684,285000
16.57,3932648,285000
15.64,3933058,285000
18.86,3935278,285000
16.77,3935687,285000
18.47,3936648,285000
16.92,3937057,285000
13.73,3939274,285000
15.68,3939684,285000
18.79,3940650,285000
18.14,3941060,285000
13.36,3943275,285000
16.66,3943711,285000
17.15,3944652,285000
13.45,3945082,285000
14.08,3947277,285000
19.17,3947686,285000
18.65,3948651,285000
16.67,3949060,285000
16.34,3951275,285000
16.87,3951685,285000
15.67,3952648,285000
13.34,3953056,285000
17.4,3955276,285000
17.03,3955686,285000
14.56,3956647,285000
16.54,3957056,285000
16.3,3959273,285000
15.17,3959682,285000
16.31,3960646,285000
19.99,3961055,285000
16.59,3963275,285000
17.65,3963684,285000
14.51,3964652,285000
19.62,3965080,285000
16.59,3967280,285000
15.92,3967692,285000
13.42,3968649,285000
16.75,3969059,285000
14.45,3971274,285000
18.87,3971683,285000
16.65,3972647,285000
18.6,3973056,285000
16.3,3975279,285000
15.66,3975689,285000
13.57,3976649,285000
15.21,3977057,285000
14.44,3979274,285000
13.69,3979683,285000
14.16,3980648,285000
13.34,3981058,285000
16.37,3983274,285000
16.33,3983684,285000
15.8,3984651,285000
13.44,3985080,285000
18.11,3987277,285000
16.77,3987688,285000
16.65,3988649,285000
13.38,3989057,285000
15.64,3991278,285000
16.54,3991688,285000
16.92,3992648,285000
13.61,3993056,285000
18.81,3995276,285000
17.48,3995685,285000
17.39,3996648,285000
14.36,3997057,285000
15.55,3999276,285000
15.89,3999685,285000
13.36,4000649,285000
13.41,4001057,285000
16.42,4002023,285000
15.92,4002430,285000
15.91,4004652,285000
14.08,4005081,285000
13.37,4006101,285000
16.62,4006538,285000
16.66,4008654,285000
17.79,4009064,285000
17.4,4010042,285000
19.75,4010460,285000
20.25,4012653,285000
16.75,4014026,285000
16.7,4014468,285000
14.16,4016659,285000
17.39,4017070,285000
16.75,4018027,285000
13.57,4018436,285000
16.87,4020651,285000
17.4,4021058,285000
19.9,4022026,285000
16.65,4022435,285000
14.36,4024653,285000
16.7,4025086,285000
17.64,4026060,285000
17.02,4026470,285000
16.44,4028650,285000
16.63,4029058,285000
14.69,4030026,285000
19.12,4030434,285000
15.92,4032651,285000
14.18,4033060,285000
16.66,4034025,285000
14.44,4034463,285000
16.66,4036651,285000
15.63,4037061,285000
16.66,4038024,285000
13.41,4038435,285000
13.33,4040654,285000
15.55,4041065,285000
13.33,4042027,285000
13.33,4042436,285000
13.67,4044673,285000
14.16,4045104,285000
13.42,4046055,285000
13.33,4046465,285000
16.41,4048650,285000
13.33,4049058,285000
13.61,4050023,285000
15.92,4050432,285000
14.34,4052650,285000
13.33,4053060,285000
15.55,4054026,285000
13.42,4054462,285000
13.34,4056654,285000
14.43,4057063,285000
13.66,4058025,285000
14.59,4058434,285000
13.33,4060649,285000
15.55,4061059,285000
13.7,4062025,285000
16.62,4062432,285000
16.65,4064677,285000
19.73,4066602,286000
13.58,4067019,286000
15.81,4067428,286000
13.33,4068657,286000
13.62,4069068,286000
13.33,4070027,286000
13.33,4070433,286000
14.32,4072650,286000
13.33,4073059,286000
16.57,4074025,286000
13.36,4074435,286000
13.57,4076656,286000
16.5,4077064,286000
13.33,4078024,286000
13.33,4078433,286000
13.44,4080650,286000
13.33,4081059,286000
13.33,4082023,286000
13.36,4082434,286000
13.33,4084675,286000
13.33,4085104,286000
13.33,4086057,286000
13.33,4086467,286000
13.33,4087402,286000
13.34,4087810,286000
14.07,4090025,286000
13.33,4090435,286000
16.29,4091405,286000
14.08,4091813,286000
13.33,4094026,286000
13.33,4094436,286000
14.11,4095403,286000
13.33,4095813,286000
13.33,4098025,286000
14.11,4098434,286000
13.33,4099400,286000
14.32,4099810,286000
15.81,4102026,286000
14.07,4102436,286000
14.48,4103399,286000
13.41,4103809,286000
14.11,4106056,286000
19.59,4106468,286000
16.66,4107401,286000
15.84,4107810,286000
13.36,4110025,286000
13.45,4110434,286000
13.36,4111398,286000
15.55,4111806,286000
13.33,4114024,286000
13.33,4114434,286000
13.34,4115403,286000
13.33,4115816,286000
13.33,4118029,286000
15.55,4118439,286000
13.33,4119402,286000
16.29,4119810,286000
15.94,4122026,286000
15.55,4122434,286000
13.33,4123402,286000
14.4,4123811,286000
13.33,4126028,286000
13.41,4126466,286000
15.59,4127402,286000
16.25,4127810,286000
14.07,4130025,286000
13.33,4130434,286000
13.34,4131399,286000
13.66,4131807,286000
13.6,4134024,286000
13.33,4134434,286000
13.68,4135402,286000
13.33,4135813,286000
14.07,4138027,286000
15.55,4138436,286000
13.33,4139538,286000
13.34,4139953,286000
13.33,4142035,286000
17.77,4142446,286000
13.33,4143403,286000
13.33,4143814,286000
13.6,4146029,286000
13.57,4146471,286000
13.33,4147400,286000
13.58,4147809,286000
13.69,4150023,286000
14.43,4151399,286000
14.07,4151808,286000
13.33,4154024,286000
14.4,4154433,286000
13.36,4155406,286000
13.33,4155821,286000
16.38,4158028,286000
13.34,4158436,286000
13.33,4159403,286000
13.33,4159813,286000
13.33,4162027,286000
14.15,4162435,286000
13.33,4163402,286000
13.33,4163810,286000
15.55,4166033,286000
13.33,4166476,286000
13.41,4167403,286000
13.33,4167815,286000
13.33,4170025,286000
13.33,4170435,286000
13.33,4171400,286000
13.33,4171808,286000
16.39,4172776,286000
13.33,4173184,286000
13.33,4175432,286000
13.36,4175842,286000
13.33,4176777,286000
13.33,4177186,286000
15.55,4179402,286000
13.33,4179814,286000
13.33,4180776,286000
13.33,4181184,286000
13.33,4183400,286000
13.33,4183807,286000
14.07,4184798,286000
13.57,4185232,286000
13.71,4187406,286000
15.55,4187816,286000
13.34,4188777,286000
13.33,4189184,286000
13.33,4191404,286000
13.33,4191815,286000
13.33,4192778,286000
13.33,4193186,286000
13.33,4195430,286000
13.33,4195841,286000
13.33,4196777,286000
13.33,4197187,286000
13.33,4199401,286000
13.34,4199810,286000
13.33,4200774,286000
13.33,4201182,286000
13.33,4203401,286000
13.33,4203811,286000
13.33,4204791,286000
13.33,4205200,286000
13.33,4207407,286000
13.33,4207817,286000
13.33,4208777,286000
13.33,4209186,286000
13.34,4211401,286000
13.33,4211809,286000
13.33,4212776,286000
13.33,4213187,286000
13.33,4215424,286000
13.33,4215836,286000
13.33,4216781,286000
13.33,4217190,286000
15.55,4219401,286000
13.33,4219810,286000
13.33,4220776,286000
13.33,4221185,286000
13.33,4223401,286000
13.33,4223810,286000
13.33,4224793,286000
13.44,4225202,286000
13.36,4227406,286000
13.33,4227816,286000
13.33,4228774,286000
13.33,4229182,286000
13.34,4231401,286000
15.58,4231810,286000
13.44,4232777,286000
13.36,4233186,286000
13.36,4235411,286000
13.36,4235853,286000
13.33,4237002,286000
15.55,4237641,286000
15.58,4239624,286000
13.33,4240263,286000
13.33,4241004,286000
13.33,4241645,286000
13.33,4243631,286000
13.36,4244269,286000
13.33,4245102,286000
14.1,4245782,286000
13.33,4247629,286000
16.63,4248267,286000
13.33,4248997,286000
13.33,4249636,286000
14.07,4251621,286000
13.33,4252258,286000
15.55,4253376,286000
13.33,4254024,286000
13.33,4255635,286000
13.47,4256321,286000
13.33,4257003,286000
13.33,4257637,286000
13.33,4258369,286000
13.33,4259007,286000
13.33,4260997,286000
13.33,4261631,286000
13.33,4262370,286000
13.33,4263006,286000
15.55,4265063,286000
17.03,4265704,286000
15.55,4266378,286000
14.07,4267060,286000
13.33,4269006,286000
15.55,4269644,286000
13.33,4270369,286000
13.34,4271005,286000
13.33,4272995,286000
13.33,4273629,286000
13.33,4274371,286000
13.33,4275078,286000
13.33,4277004,286000
13.33,4277643,286000
17.2,4278374,286000
13.33,4279012,286000
13.33,4280995,286000
13.33,4281634,286000
13.57,4282368,286000
13.33,4283003,286000
13.33,4285019,286000
13.33,4285698,286000
13.33,4286422,286000
13.33,4287103,286000
13.33,4288996,286000
13.33,4289631,286000
16.38,4290369,286000
13.44,4292999,286000
13.33,4293637,286000
13.57,4294375,286000
13.34,4295042,286000
15.63,4297026,286000
13.61,4297673,286000
14.2,4298378,286000
14.43,4299017,286000
13.69,4300999,286000
14.07,4301636,286000
13.33,4302374,286000
13.33,4303011,286000
13.33,4305030,286000
13.33,4305729,286000
13.33,4306409,286000
13.33,4307091,286000
13.44,4308998,286000
13.33,4309636,286000
13.33,4310377,286000
13.34,4311015,286000
13.33,4312998,286000
13.33,4313634,286000
13.34,4314374,286000
13.33,4315038,286000
13.33,4317003,286000
13.33,4317640,286000
13.33,4318371,286000
16.29,4319008,286000
16.37,4320996,286000
13.33,4321631,286000
15.84,4322370,286000
13.36,4323007,286000
13.57,4325030,286000
13.41,4325729,286000
17.4,4326411,286000
13.33,4327089,286000
13.33,4329001,286000
13.33,4329638,286000
13.33,4330375,286000
13.33,4331012,286000
13.33,4332998,286000
15.66,4333636,286000
13.33,4334375,286000
13.33,4335127,286000
15.55,4336998,286000
13.33,4337467,286000
13.33,4338156,286000
13.33,4338565,286000
13.33,4340778,286000
13.33,4341188,286000
13.33,4342150,286000
13.33,4342560,286000
13.36,4343532,286000
13.33,4343943,286000
13.34,4346157,286000
13.33,4346598,286000
13.33,4347530,286000
13.44,4348169,286000
13.34,4350167,286000
14.07,4350577,286000
13.33,4351528,286000
13.33,4351938,286000
16.89,4354152,286000
13.33,4354560,286000
13.33,4355528,286000
13.33,4355985,286000
13.33,4358156,286000
13.33,4358566,286000
13.33,4359527,286000
13.33,4359938,286000
13.33,4362153,286000
13.41,4362564,286000
13.33,4363528,286000
13.33,4363937,286000
13.33,4366154,286000
13.33,4366593,286000
13.33,4367531,286000
13.41,4367943,286000
13.33,4370157,286000
13.33,4370566,286000
13.41,4371528,286000
13.33,4371938,286000
16.29,4374150,286000
13.33,4374560,286000
14.07,4375527,286000
13.33,4375974,286000
13.33,4378156,286000
13.33,4378569,286000
13.33,4379529,286000
13.33,4379939,286000
13.33,4382154,286000
17.18,4382564,286000
16.32,4383526,286000
13.33,4383935,286000
13.34,4386189,286000
13.33,4386622,286000
13.33,4387530,286000
13.33,4387940,286000
16.29,4390153,286000
13.33,4390562,286000
13.34,4391527,286000
13.33,4391937,286000
13.33,4394156,286000
14.11,4394567,286000
14.15,4395527,286000
13.33,4395974,286000
16.29,4398154,286000
13.57,4398565,286000
13.33,4399529,286000
16.32,4399939,286000
14.07,4402153,286000
13.33,4402562,286000
13.33,4403529,286000
13.33,4403938,286000
13.44,4406191,286000
13.36,4406603,286000
14.16,4407533,286000
16.63,4407945,286000
13.33,4410153,286000
13.33,4410563,286000
13.44,4411527,286000
13.33,4411935,286000
13.33,4414152,286000
13.33,4414561,286000
14.34,4415526,286000
13.33,4415934,286000
13.58,4418157,286000
13.41,4418571,286000
13.66,4419532,286000
13.33,4419942,286000
13.36,4422152,286000
13.33,4422561,286000
13.33,4423528,286000
13.33,4423937,286000
15.55,4426191,286000
13.33,4426602,286000
13.33,4427531,286000
13.33,4427943,286000
15.89,4428903,286000
13.33,4431527,286000
14.32,4431936,286000
13.33,4432902,286000
13.33,4433312,286000
13.33,4435528,286000
13.33,4435938,286000
13.33,4436931,286000
13.33,4437344,286000
13.57,4439531,286000
13.33,4439942,286000
13.33,4440902,286000
13.33,4441313,286000
13.33,4443529,286000
13.33,4443938,286000
13.36,4444929,286000
13.33,4445341,286000
13.33,4447553,286000
13.33,4447966,286000
13.33,4448904,286000
13.36,4449315,286000
13.33,4451529,286000
13.33,4451937,286000
13.33,4452905,286000
13.34,4453315,286000
13.33,4455530,286000
13.33,4455940,286000
13.33,4456905,286000
13.33,4457342,286000
13.33,4459530,286000
13.33,4459939,286000
13.36,4460902,286000
13.33,4461310,286000
15.83,4463528,286000
13.33,4463936,286000
15.55,4464920,286000
13.33,4465330,286000
13.36,4467555,286000
13.33,4467966,286000
14.07,4468916,286000
13.33,4469328,286000
13.33,4471530,286000
13.33,4471940,286000
13.33,4472905,286000
13.33,4473314,286000
13.33,4475529,286000
13.33,4475939,286000
13.33,4476907,286000
13.33,4477349,286000
13.33,4479530,286000
13.33,4479938,286000
13.33,4480903,286000
13.33,4481312,286000
13.33,4483528,286000
13.33,4483937,286000
13.66,4484921,286000
13.33,4485332,286000
13.33,4487586,286000
13.33,4487997,286000
14.19,4488905,286000
14.07,4489316,286000
13.33,4491528,286000
13.33,4491938,286000
13.66,4492902,286000
13.57,4493312,286000
13.34,4495534,286000
13.33,4495946,286000
13.33,4496940,286000
13.33,4497381,286000
13.33,4499531,286000
13.33,4499942,286000
13.33,4500903,286000
13.33,4501312,286000
14.15,4503529,286000
13.34,4503938,286000
13.33,4504922,286000
13.33,4505333,286000
13.33,4507574,286000
13.33,4507985,286000
13.33,4508905,286000
13.33,4509317,286000
13.33,4511529,286000
13.33,4511939,286000
13.33,4512903,286000
13.33,4513313,286000
13.33,4514277,286000
13.33,4514686,286000
13.33,4516943,286000
15.55,4517355,286000
13.33,4518282,286000
13.33,4518693,286000
13.33,4520911,286000
13.33,4521324,286000
13.33,4522280,286000
13.33,4522689,286000
15.8,4524926,286000
13.33,4525336,286000
13.33,4526280,286000
13.34,4526690,286000
13.33,4528909,286000
13.33,4529321,286000
13.33,4530278,286000
13.34,4530687,286000
14.07,4532903,286000
13.33,4533313,286000
13.33,4534278,286000
13.33,4534687,286000
13.33,4536942,286000
13.34,4537352,286000
13.33,4538281,286000
13.44,4538689,286000
13.33,4540903,286000
13.36,4541312,286000
13.33,4542280,286000
13.34,4542689,286000
14.19,4544932,286000
15.92,4545347,286000
15.56,4546282,286000
13.33,4546692,286000
13.33,4548910,286000
13.33,4549323,286000
13.33,4550280,286000
13.33,4550689,286000
13.33,4552904,286000
13.33,4553315,286000
13.33,4554279,286000
13.33,4554691,286000
13.33,4556906,286000
13.33,4557356,286000
13.33,4558279,286000
13.33,4558690,286000
13.33,4560900,286000
13.33,4561310,286000
13.33,4562276,286000
13.33,4562686,286000
13.33,4564947,286000
13.33,4565358,286000
13.36,4566280,286000
13.33,4566690,286000
13.33,4568908,286000
13.33,4570279,286000
13.33,4570692,286000
13.33,4572907,286000
13.33,4573317,286000
13.33,4574278,286000
13.33,4574688,286000
15.37,4576907,286000
13.33,4577360,286000
13.33,4578280,286000
13.34,4578692,286000
13.36,4580905,286000
13.33,4581315,286000
13.34,4582277,286000
13.33,4582687,286000
13.36,4584923,286000
13.33,4585334,286000
13.33,4586279,286000
13.44,4586689,286000
13.33,4588908,286000
13.33,4589320,286000
13.33,4590279,286000
13.33,4590689,286000
13.33,4592903,286000
13.36,4593311,286000
13.33,4594279,286000
13.33,4594688,286000
13.36,4596913,286000
15.55,4597365,286000
13.33,4598294,286000
13.33,4598703,286000
13.33,4599654,286000
13.33,4600064,286000
13.36,4602277,286000
13.33,4602686,286000
13.33,4603652,286000
13.33,4604061,286000
14.07,4606279,286000
13.33,4606690,286000
13.33,4607706,286000
13.33,4608143,286000
13.33,4610281,286000
13.33,4610690,286000
13.33,4611651,286000
13.33,4612059,286000
13.33,4614279,286000
13.33,4614689,286000
13.33,4615656,286000
13.33,4616066,286000
13.58,4618308,286000
13.33,4618719,286000
13.33,4619654,286000
13.33,4620064,286000
13.33,4622281,286000
13.33,4622692,286000
13.59,4623651,286000
13.33,4624061,286000
13.33,4626283,286000
13.33,4626695,286000
13.33,4627695,286000
13.33,4628155,286000
13.33,4630284,286000
13.33,4630695,286000
13.33,4631655,286000
13.57,4632065,286000
13.34,4634281,286000
13.33,4634692,286000
13.33,4635657,286000
13.33,4636068,286000
13.34,4638307,286000
13.33,4638718,286000
13.33,4639654,286000
13.33,4640062,286000
13.33,4642277,286000
13.33,4642686,286000
13.33,4643652,286000
13.57,4644062,286000
13.36,4646287,286000
13.33,4646699,286000
13.33,4647693,286000
13.33,4648132,286000
13.33,4650285,286000
13.33,4650697,286000
13.33,4651656,286000
13.57,4652066,286000
13.33,4654280,286000
14.4,4654690,286000
13.33,4655656,286000
13.33,4656066,286000
13.33,4658304,286000
13.33,4658718,286000
13.33,4659656,286000
16.11,4660066,286000
13.33,4662279,286000
13.57,4662690,286000
14.07,4663655,286000
13.33,4664065,286000
13.33,4666279,286000
13.33,4666689,286000
13.33,4667655,286000
13.33,4668125,286000
13.33,4670283,286000
15.22,4670693,286000
13.37,4671658,286000
13.33,4672070,286000
13.33,4674279,286000
13.33,4674689,286000
13.33,4675653,286000
16.29,4676065,286000
13.33,4678283,286000
13.33,4678720,286000
13.33,4679658,286000
13.33,4680069,286000
13.33,4682280,286000
13.33,4682691,286000
13.33,4683656,286000
13.33,4684067,286000
13.33,4685051,286000
13.33,4685459,286000
13.33,4687654,286000
13.33,4688128,286000
13.33,4689033,286000
13.33,4689668,286000
13.36,4691668,286000
13.33,4692081,286000
13.33,4693032,286000
13.33,4693441,286000
13.33,4695654,286000
13.33,4696065,286000
13.33,4697031,286000
13.33,4697440,286000
13.33,4699661,286000
13.33,4700073,286000
13.33,4701031,286000
13.33,4701442,286000
13.33,4703654,286000
13.33,4704063,286000
13.33,4705046,286000
13.33,4705456,286000
15.55,4707655,286000
16.32,4709035,286000
13.33,4709448,286000
13.33,4711656,286000
13.33,4712066,286000
13.33,4713031,286000
13.33,4713441,286000
13.33,4715655,286000
13.33,4716067,286000
13.33,4717029,286000
13.33,4717438,286000
